ReplayID,EpicID,PlayerName,TotalBuilds,WoodBuilds,StoneBuilds,MetalBuilds,Walls,Floors,Stairs,Roofs,BuildsEdited,BuildsDestroyed,Eliminations,DamageDealt,DamageTaken,ShotsHit,TotalMaterialsHarvested,WoodHarvested,StoneHarvested,MetalHarvested,TotalMaterialsCollected,WoodCollected,StoneCollected,MetalCollected,HarvestActions,ContainerPickups
f4b27b946ead4b04903c464dac16e4db,3c74d2725d36472b8d32971a568f6df3,"NStar Upl",0,0,0,0,0,0,0,0,0,0,5,643,936,17,6,4,0,2,1,0,1,0,6,1
f4b27b946ead4b04903c464dac16e4db,071ab82bb2cc4e87a8be07fac41cafce,"Salko",0,0,0,0,0,0,0,0,0,0,1,230,347,3,6,3,3,0,2,1,0,1,6,2
f4b27b946ead4b04903c464dac16e4db,41fcb1669dc545fa920899be32c9d526,"Parz",0,0,0,0,0,0,0,0,0,0,3,1003,2279,31,12,5,1,6,2,0,2,0,12,2
f4b27b946ead4b04903c464dac16e4db,76d3cd42aaed4668b4d2bd6c4d56a3c3,"Glory 5aald",0,0,0,0,0,0,0,0,0,0,5,1168,427,24,1,1,0,0,0,0,0,0,1,0
f4b27b946ead4b04903c464dac16e4db,ab0795a560c84bf0a075155536aa3602,"Stryker",0,0,0,0,0,0,0,0,0,0,1,167,724,5,7,2,3,2,0,0,0,0,7,0
f4b27b946ead4b04903c464dac16e4db,353e3f1fa8364548ac83bd9d9fbfdb48,"CR TEITEI",0,0,0,0,0,0,0,0,0,0,0,132,616,2,1,1,0,0,0,0,0,0,1,0
f4b27b946ead4b04903c464dac16e4db,c29638202b334f72821f51f90f90adcd,"AlUla Balor",0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,d365cba03cd44464b1ef0e71203b486c,"DIG Khanada",0,0,0,0,0,0,0,0,0,0,4,1194,1147,61,25,5,12,8,1,0,1,0,25,1
f4b27b946ead4b04903c464dac16e4db,2c7564a90581479994029ec99aa1b08d,"Elite Ajerss",0,0,0,0,0,0,0,0,0,0,2,1143,621,25,5,1,3,1,0,0,0,0,5,0
f4b27b946ead4b04903c464dac16e4db,f2936c1bf4d74372828af66630cb4aca,"Aight Flickzy!",0,0,0,0,0,0,0,0,0,0,2,546,835,13,2,1,0,1,0,0,0,0,2,0
f4b27b946ead4b04903c464dac16e4db,5e349e1509004da3b7b34b8b42b922a9,"Shinden Fazer",0,0,0,0,0,0,0,0,0,0,6,816,595,27,26,7,10,9,3,2,1,0,26,3
f4b27b946ead4b04903c464dac16e4db,64e57fda373b40d49b5ac157efcf223b,"M8 Vanyak3k",0,0,0,0,0,0,0,0,0,0,1,1145,1006,35,18,2,2,14,2,1,0,1,18,2
f4b27b946ead4b04903c464dac16e4db,75323fda29e44212ac2b57e25bf06805,"75323FDA29E44212AC2B57E25BF06805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,bb35e524da424a2cbdc80f1f23a16135,"BB35E524DA424A2CBDC80F1F23A16135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,37c88f41e26d49ddb811452b249cb1b5,"37C88F41E26D49DDB811452B249CB1B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,5266d12900f9442da4a53bf029820718,"5266D12900F9442DA4A53BF029820718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,2f477ca28552410aac8a78d9df393fc7,"2F477CA28552410AAC8A78D9DF393FC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,d08993747fbf49dc96ad1488664146e2,"D08993747FBF49DC96AD1488664146E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,f59f1432c95a4d668502ab818ff65095,"F59F1432C95A4D668502AB818FF65095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,65aec032116e41ed8ee172e2048abd79,"65AEC032116E41ED8EE172E2048ABD79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,3fd622ed5d994cbdb53329f202ef6875,"3FD622ED5D994CBDB53329F202EF6875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,44f24501d2024aa38e7a242c816abc9f,"44F24501D2024AA38E7A242C816ABC9F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,374a306ab9ae448aa71a7d5447165d21,"374A306AB9AE448AA71A7D5447165D21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,cda2b8c3f1094e788ef72a57ab5f6e0c,"CDA2B8C3F1094E788EF72A57AB5F6E0C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,7e09a563cd2949e3a2d895f83a3ab0e6,"7E09A563CD2949E3A2D895F83A3AB0E6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,7c1089444c9e466191934b256293813c,"7C1089444C9E466191934B256293813C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,5cb54653666c419f84f8fc2248d4cd99,"5CB54653666C419F84F8FC2248D4CD99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,bdd40d28ea85443db8a21110e077f6b1,"BDD40D28EA85443DB8A21110E077F6B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,28651103e5864098923c8534f792f7ee,"28651103E5864098923C8534F792F7EE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b27b946ead4b04903c464dac16e4db,e2acecd95c964bfb8ab5632a52dcb566,"E2ACECD95C964BFB8AB5632A52DCB566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
